Subject,Channel,Degree_Centrality,Clustering_Coefficient,Betweenness_Centrality,Eigenvector_Centrality,Connectivity_Type
sub-008,2,0.4444444444444444,1.0,0.0,,MI
sub-008,3,0.611111111111111,0.7090909090909091,0.03236850295673825,,MI
sub-008,4,0.6666666666666666,0.6060606060606061,0.0683162153750389,,MI
sub-008,5,0.5,0.9444444444444444,0.0018674136321195143,,MI
sub-008,6,0.4444444444444444,0.8571428571428571,0.006535947712418301,,MI
sub-008,7,0.0,0.0,0.0,,MI
sub-008,8,0.0,0.0,0.0,,MI
sub-008,9,0.0,0.0,0.0,,MI
sub-008,10,0.0,0.0,0.0,,MI
sub-008,11,0.5,0.9444444444444444,0.0018674136321195143,,MI
sub-008,12,0.2222222222222222,1.0,0.0,,MI
sub-008,13,0.0,0.0,0.0,,MI
sub-008,14,0.1111111111111111,1.0,0.0,,MI
sub-008,15,0.0,0.0,0.0,,MI
sub-008,16,0.611111111111111,0.6909090909090909,0.042172424525365695,,MI
sub-008,17,0.5,0.9444444444444444,0.0018674136321195143,,MI
sub-008,18,0.5,0.9444444444444444,0.0018674136321195143,,MI
sub-009,0,0.0,0.0,0.0,,MI
sub-009,1,0.0,0.0,0.0,,MI
sub-009,2,0.16666666666666666,1.0,0.0,,MI
sub-009,3,0.4444444444444444,0.7142857142857143,0.03681257014590348,,MI
sub-009,4,0.4444444444444444,0.75,0.02030104971281442,,MI
sub-009,5,0.3333333333333333,0.9333333333333333,0.0010893246187363833,,MI
sub-009,6,0.38888888888888884,0.7619047619047619,0.026064567241037825,,MI
sub-009,7,0.0,0.0,0.0,,MI
sub-009,8,0.0,0.0,0.0,,MI
sub-009,9,0.5555555555555556,0.6222222222222222,0.040711031887502476,,MI
sub-009,10,0.16666666666666666,1.0,0.0,,MI
sub-009,11,0.1111111111111111,1.0,0.0,,MI
sub-009,12,0.6666666666666666,0.5151515151515151,0.09354327589621707,,MI
sub-009,13,0.5555555555555556,0.6444444444444445,0.05615633458770713,,MI
sub-009,14,0.38888888888888884,0.7619047619047619,0.015943751237868887,,MI
sub-009,15,0.16666666666666666,1.0,0.0,,MI
sub-009,16,0.38888888888888884,0.8571428571428571,0.005301379811183733,,MI
sub-009,17,0.3333333333333333,0.8,0.015762197134746157,,MI
sub-009,18,0.6666666666666666,0.5151515151515151,0.09354327589621707,,MI
sub-010,0,0.0,0.0,0.0,,MI
sub-010,1,0.0,0.0,0.0,,MI
sub-010,2,0.4444444444444444,0.8214285714285714,0.010955493308434485,,MI
sub-010,3,0.05555555555555555,0.0,0.0,,MI
sub-010,4,0.0,0.0,0.0,,MI
sub-010,5,0.4444444444444444,0.7857142857142857,0.021413009648303765,,MI
sub-010,6,0.38888888888888884,0.6666666666666666,0.09243697478991597,,MI
sub-010,7,0.4444444444444444,0.75,0.015577342047930286,,MI
sub-010,8,0.4444444444444444,0.75,0.02233115468409586,,MI
sub-010,9,0.05555555555555555,0.0,0.0,,MI
sub-010,10,0.38888888888888884,0.7619047619047619,0.01797385620915033,,MI
sub-010,11,0.611111111111111,0.5636363636363636,0.1203236850295674,,MI
sub-010,12,0.4444444444444444,0.5714285714285714,0.06542172424525367,,MI
sub-010,13,0.3333333333333333,0.7333333333333333,0.0303921568627451,,MI
sub-010,14,0.1111111111111111,1.0,0.0,,MI
sub-010,15,0.611111111111111,0.6545454545454545,0.06912542794895737,,MI
sub-010,16,0.05555555555555555,0.0,0.0,,MI
sub-010,17,0.5,0.75,0.027077497665732957,,MI
sub-010,18,0.4444444444444444,0.5714285714285714,0.10174291938997822,,MI
sub-011,0,0.0,0.0,0.0,,MI
sub-011,1,0.0,0.0,0.0,,MI
sub-011,2,0.5555555555555556,0.9111111111111111,0.004707438530967942,,MI
sub-011,3,0.38888888888888884,1.0,0.0,,MI
sub-011,4,0.5555555555555556,0.9111111111111111,0.004707438530967942,,MI
sub-011,5,0.5555555555555556,0.9111111111111111,0.004707438530967942,,MI
sub-011,6,0.5555555555555556,0.7777777777777778,0.0661764705882353,,MI
sub-011,7,0.0,0.0,0.0,,MI
sub-011,8,0.5,0.9722222222222222,0.0008169934640522876,,MI
sub-011,9,0.0,0.0,0.0,,MI
sub-011,10,0.5555555555555556,0.9111111111111111,0.004707438530967942,,MI
sub-011,11,0.0,0.0,0.0,,MI
sub-011,12,0.0,0.0,0.0,,MI
sub-011,13,0.5555555555555556,0.9111111111111111,0.004707438530967942,,MI
sub-011,14,0.05555555555555555,0.0,0.0,,MI
sub-011,15,0.0,0.0,0.0,,MI
sub-011,16,0.5555555555555556,0.9111111111111111,0.004707438530967942,,MI
sub-011,17,0.5,0.9444444444444444,0.0028011204481792713,,MI
sub-011,18,0.4444444444444444,1.0,0.0,,MI
sub-012,0,0.5555555555555556,0.7111111111111111,0.03520074696545285,,MI
sub-012,1,0.2777777777777778,0.8,0.00392156862745098,,MI
sub-012,2,0.5555555555555556,0.6444444444444445,0.11243386243386244,,MI
sub-012,3,0.16666666666666666,1.0,0.0,,MI
sub-012,4,0.05555555555555555,0.0,0.0,,MI
sub-012,5,0.5555555555555556,0.6888888888888889,0.07605042016806722,,MI
sub-012,6,0.05555555555555555,0.0,0.0,,MI
sub-012,7,0.4444444444444444,0.9642857142857143,0.0018674136321195143,,MI
sub-012,8,0.0,0.0,0.0,,MI
sub-012,9,0.0,0.0,0.0,,MI
sub-012,10,0.611111111111111,0.6545454545454545,0.05382819794584501,,MI
sub-012,11,0.3333333333333333,0.6,0.02516339869281046,,MI
sub-012,12,0.38888888888888884,1.0,0.0,,MI
sub-012,13,0.1111111111111111,1.0,0.0,,MI
sub-012,14,0.0,0.0,0.0,,MI
sub-012,15,0.5555555555555556,0.6666666666666666,0.103828197945845,,MI
sub-012,16,0.5555555555555556,0.7555555555555555,0.023327108621226268,,MI
sub-012,17,0.05555555555555555,0.0,0.0,,MI
sub-012,18,0.5,0.6666666666666666,0.10032679738562092,,MI
sub-013,0,0.2222222222222222,0.6666666666666666,0.023560535325241203,,MI
sub-013,1,0.2222222222222222,0.6666666666666666,0.023560535325241203,,MI
sub-013,2,0.611111111111111,0.43636363636363634,0.1519919078742608,,MI
sub-013,3,0.16666666666666666,0.3333333333333333,0.006535947712418301,,MI
sub-013,4,0.7222222222222222,0.3717948717948718,0.21878306878306883,,MI
sub-013,5,0.05555555555555555,0.0,0.0,,MI
sub-013,6,0.2222222222222222,1.0,0.0,,MI
sub-013,7,0.5555555555555556,0.5777777777777777,0.06673669467787115,,MI
sub-013,8,0.16666666666666666,1.0,0.0,,MI
sub-013,9,0.38888888888888884,0.7619047619047619,0.014106753812636168,,MI
sub-013,10,0.3333333333333333,0.8666666666666667,0.0051742919389978215,,MI
sub-013,11,0.2222222222222222,0.5,0.03784624961095549,,MI
sub-013,12,0.38888888888888884,0.6666666666666666,0.0303921568627451,,MI
sub-013,13,0.05555555555555555,0.0,0.0,,MI
sub-013,14,0.1111111111111111,1.0,0.0,,MI
sub-013,15,0.4444444444444444,0.75,0.013834422657952067,,MI
sub-013,16,0.5,0.5277777777777778,0.06107220666044195,,MI
sub-013,17,0.1111111111111111,1.0,0.0,,MI
sub-013,18,0.2777777777777778,1.0,0.0,,MI
sub-014,0,0.0,0.0,0.0,,MI
sub-014,1,0.0,0.0,0.0,,MI
sub-014,2,0.4444444444444444,1.0,0.0,,MI
sub-014,3,0.0,0.0,0.0,,MI
sub-014,4,0.4444444444444444,1.0,0.0,,MI
sub-014,5,0.3333333333333333,1.0,0.0,,MI
sub-014,6,0.5555555555555556,0.8666666666666667,0.012138188608776844,,MI
sub-014,7,0.5555555555555556,0.8666666666666667,0.012138188608776844,,MI
sub-014,8,0.05555555555555555,0.0,0.0,,MI
sub-014,9,0.0,0.0,0.0,,MI
sub-014,10,0.05555555555555555,0.0,0.0,,MI
sub-014,11,0.0,0.0,0.0,,MI
sub-014,12,0.5,0.9444444444444444,0.005602240896358543,,MI
sub-014,13,0.5555555555555556,0.8666666666666667,0.012138188608776844,,MI
sub-014,14,0.611111111111111,0.7090909090909091,0.09056956115779646,,MI
sub-014,15,0.05555555555555555,0.0,0.0,,MI
sub-014,16,0.5,0.5833333333333334,0.1503267973856209,,MI
sub-014,17,0.5555555555555556,0.8666666666666667,0.012138188608776844,,MI
sub-014,18,0.5555555555555556,0.8666666666666667,0.012138188608776844,,MI
sub-015,0,0.5,0.7777777777777778,0.03272217978100331,,MI
sub-015,1,0.0,0.0,0.0,,MI
sub-015,2,0.5555555555555556,0.7555555555555555,0.043063690122513654,,MI
sub-015,3,0.38888888888888884,0.7142857142857143,0.14379084967320263,,MI
sub-015,4,0.5555555555555556,0.8444444444444444,0.021881277763630705,,MI
sub-015,5,0.0,0.0,0.0,,MI
sub-015,6,0.0,0.0,0.0,,MI
sub-015,7,0.1111111111111111,0.0,0.0784313725490196,,MI
sub-015,8,0.05555555555555555,0.0,0.0,,MI
sub-015,9,0.5,0.9166666666666666,0.002956738250855898,,MI
sub-015,10,0.1111111111111111,1.0,0.0,,MI
sub-015,11,0.5,0.8888888888888888,0.01495628554452084,,MI
sub-015,12,0.5555555555555556,0.8444444444444444,0.021881277763630705,,MI
sub-015,13,0.4444444444444444,0.9285714285714286,0.0083184789067142,,MI
sub-015,14,0.38888888888888884,1.0,0.0,,MI
sub-015,15,0.0,0.0,0.0,,MI
sub-015,16,0.5555555555555556,0.8444444444444444,0.021881277763630705,,MI
sub-015,17,0.5555555555555556,0.8444444444444444,0.021881277763630705,,MI
sub-015,18,0.0,0.0,0.0,,MI
sub-016,0,0.4444444444444444,1.0,0.0,,MI
sub-016,1,0.5,0.9444444444444444,0.0018674136321195143,,MI
sub-016,2,0.05555555555555555,0.0,0.0,,MI
sub-016,3,0.5555555555555556,0.8666666666666667,0.0077497665732959835,,MI
sub-016,4,0.05555555555555555,0.0,0.0,,MI
sub-016,5,0.05555555555555555,0.0,0.0,,MI
sub-016,6,0.0,0.0,0.0,,MI
sub-016,7,0.611111111111111,0.7090909090909091,0.07964519140989729,,MI
sub-016,8,0.4444444444444444,0.9285714285714286,0.00326797385620915,,MI
sub-016,9,0.05555555555555555,0.0,0.0,,MI
sub-016,10,0.0,0.0,0.0,,MI
sub-016,11,0.4444444444444444,1.0,0.0,,MI
sub-016,12,0.3333333333333333,1.0,0.0,,MI
sub-016,13,0.0,0.0,0.0,,MI
sub-016,14,0.5555555555555556,0.8666666666666667,0.0077497665732959835,,MI
sub-016,15,0.0,0.0,0.0,,MI
sub-016,16,0.5555555555555556,0.8666666666666667,0.0077497665732959835,,MI
sub-016,17,0.5555555555555556,0.7555555555555555,0.07376283846872082,,MI
sub-016,18,0.5555555555555556,0.8666666666666667,0.0077497665732959835,,MI
sub-017,0,0.2222222222222222,0.6666666666666666,0.005446623093681917,,MI
sub-017,1,0.16666666666666666,1.0,0.0,,MI
sub-017,2,0.2777777777777778,0.8,0.004357298474945533,,MI
sub-017,3,0.5,0.5555555555555556,0.0917145309302172,,MI
sub-017,4,0.5,0.6944444444444444,0.032783955332974936,,MI
sub-017,5,0.0,0.0,0.0,,MI
sub-017,6,0.38888888888888884,0.6190476190476191,0.06999688764394646,,MI
sub-017,7,0.5555555555555556,0.6222222222222222,0.06151100170708014,,MI
sub-017,8,0.1111111111111111,1.0,0.0,,MI
sub-017,9,0.2777777777777778,0.6,0.029349517584811705,,MI
sub-017,10,0.16666666666666666,0.6666666666666666,0.0039347725622235425,,MI
sub-017,11,0.16666666666666666,1.0,0.0,,MI
sub-017,12,0.5,0.5555555555555556,0.0971611540238991,,MI
sub-017,13,0.0,0.0,0.0,,MI
sub-017,14,0.5555555555555556,0.5555555555555556,0.08955097190391309,,MI
sub-017,15,0.2222222222222222,1.0,0.0,,MI
sub-017,16,0.4444444444444444,0.7857142857142857,0.021309736015618367,,MI
sub-017,17,0.05555555555555555,0.0,0.0,,MI
sub-017,18,0.6666666666666666,0.45454545454545453,0.19222995595544612,,MI
sub-018,0,0.0,0.0,0.0,,MI
sub-018,1,0.2777777777777778,1.0,0.0,,MI
sub-018,2,0.2777777777777778,1.0,0.0,,MI
sub-018,3,0.38888888888888884,0.8571428571428571,0.006725282705674863,,MI
sub-018,4,0.5,0.75,0.02362198440629813,,MI
sub-018,5,0.5555555555555556,0.5777777777777777,0.06671265372245763,,MI
sub-018,6,0.1111111111111111,1.0,0.0,,MI
sub-018,7,0.0,0.0,0.0,,MI
sub-018,8,0.05555555555555555,0.0,0.0,,MI
sub-018,9,0.05555555555555555,0.0,0.0,,MI
sub-018,10,0.16666666666666666,1.0,0.0,,MI
sub-018,11,0.5555555555555556,0.6888888888888889,0.040717497825340954,,MI
sub-018,12,0.3333333333333333,0.9333333333333333,0.0017156862745098041,,MI
sub-018,13,0.38888888888888884,0.7619047619047619,0.014179475208886974,,MI
sub-018,14,0.5555555555555556,0.6222222222222222,0.05517050124893262,,MI
sub-018,15,0.5555555555555556,0.6888888888888889,0.03659362605441036,,MI
sub-018,16,0.0,0.0,0.0,,MI
sub-018,17,0.5,0.6944444444444444,0.03159490291843233,,MI
sub-018,18,0.5,0.75,0.02362198440629813,,MI
sub-019,0,0.0,0.0,0.0,,MI
sub-019,1,0.05555555555555555,0.0,0.0,,MI
sub-019,2,0.2777777777777778,1.0,0.0,,MI
sub-019,3,0.5,0.7777777777777778,0.0384112619406737,,MI
sub-019,4,0.5,0.7777777777777778,0.0384112619406737,,MI
sub-019,5,0.05555555555555555,0.0,0.0,,MI
sub-019,6,0.4444444444444444,0.6785714285714286,0.033182503770739065,,MI
sub-019,7,0.0,0.0,0.0,,MI
sub-019,8,0.2777777777777778,1.0,0.0,,MI
sub-019,9,0.2777777777777778,1.0,0.0,,MI
sub-019,10,0.0,0.0,0.0,,MI
sub-019,11,0.4444444444444444,0.7142857142857143,0.09929612870789341,,MI
sub-019,12,0.38888888888888884,0.9523809523809523,0.007792860734037205,,MI
sub-019,13,0.5,0.6388888888888888,0.04881850175967823,,MI
sub-019,14,0.4444444444444444,0.8571428571428571,0.021141277023629966,,MI
sub-019,15,0.5,0.7777777777777778,0.0384112619406737,,MI
sub-019,16,0.05555555555555555,0.0,0.0,,MI
sub-019,17,0.4444444444444444,0.5357142857142857,0.17647058823529413,,MI
sub-019,18,0.611111111111111,0.5818181818181818,0.12551533433886378,,MI
sub-020,0,0.38888888888888884,1.0,0.0,,MI
sub-020,1,0.38888888888888884,1.0,0.0,,MI
sub-020,2,0.38888888888888884,1.0,0.0,,MI
sub-020,3,0.38888888888888884,1.0,0.0,,MI
sub-020,4,0.38888888888888884,0.5238095238095238,0.1519607843137255,,MI
sub-020,5,0.3333333333333333,0.6666666666666666,0.06372549019607843,,MI
sub-020,6,0.16666666666666666,0.6666666666666666,0.026143790849673203,,MI
sub-020,7,0.0,0.0,0.0,,MI
sub-020,8,0.1111111111111111,1.0,0.0,,MI
sub-020,9,0.2777777777777778,0.7,0.00980392156862745,,MI
sub-020,10,0.38888888888888884,1.0,0.0,,MI
sub-020,11,0.38888888888888884,1.0,0.0,,MI
sub-020,12,0.1111111111111111,1.0,0.0,,MI
sub-020,13,0.5555555555555556,0.5333333333333333,0.4084967320261438,,MI
sub-020,14,0.38888888888888884,0.38095238095238093,0.4607843137254902,,MI
sub-020,15,0.1111111111111111,1.0,0.0,,MI
sub-020,16,0.4444444444444444,0.7857142857142857,0.0196078431372549,,MI
sub-020,17,0.2777777777777778,0.9,0.01797385620915033,,MI
sub-020,18,0.2777777777777778,0.9,0.01797385620915033,,MI
sub-021,0,0.1111111111111111,1.0,0.0,,MI
sub-021,1,0.4444444444444444,0.6785714285714286,0.052941176470588235,,MI
sub-021,2,0.5,0.8888888888888888,0.010706504824151883,,MI
sub-021,3,0.5,0.8888888888888888,0.010706504824151883,,MI
sub-021,4,0.5555555555555556,0.8,0.034235916588857766,,MI
sub-021,5,0.5555555555555556,0.8,0.034235916588857766,,MI
sub-021,6,0.0,0.0,0.0,,MI
sub-021,7,0.0,0.0,0.0,,MI
sub-021,8,0.05555555555555555,0.0,0.0,,MI
sub-021,9,0.05555555555555555,0.0,0.0,,MI
sub-021,10,0.05555555555555555,0.0,0.0,,MI
sub-021,11,0.5,0.8888888888888888,0.010706504824151883,,MI
sub-021,12,0.5,0.8333333333333334,0.026330532212885154,,MI
sub-021,13,0.38888888888888884,1.0,0.0,,MI
sub-021,14,0.4444444444444444,0.75,0.1568627450980392,,MI
sub-021,15,0.05555555555555555,0.0,0.0,,MI
sub-021,16,0.5555555555555556,0.8,0.034235916588857766,,MI
sub-021,17,0.38888888888888884,0.47619047619047616,0.11269841269841269,,MI
sub-021,18,0.1111111111111111,0.0,0.08496732026143791,,MI
sub-022,0,0.0,0.0,0.0,,MI
sub-022,1,0.0,0.0,0.0,,MI
sub-022,2,0.3333333333333333,0.8666666666666667,0.005279034690799397,,MI
sub-022,3,0.38888888888888884,0.6190476190476191,0.0902463549522373,,MI
sub-022,4,0.4444444444444444,0.7142857142857143,0.03539467068878834,,MI
sub-022,5,0.4444444444444444,0.7142857142857143,0.03137254901960785,,MI
sub-022,6,0.0,0.0,0.0,,MI
sub-022,7,0.5555555555555556,0.6222222222222222,0.07739232445114798,,MI
sub-022,8,0.5,0.75,0.025104742751801575,,MI
sub-022,9,0.38888888888888884,0.9047619047619048,0.005228758169934641,,MI
sub-022,10,0.05555555555555555,0.0,0.0,,MI
sub-022,11,0.0,0.0,0.0,,MI
sub-022,12,0.2777777777777778,1.0,0.0,,MI
sub-022,13,0.4444444444444444,0.8214285714285714,0.013641695994637172,,MI
sub-022,14,0.5555555555555556,0.6666666666666666,0.060231271995977886,,MI
sub-022,15,0.5555555555555556,0.6666666666666666,0.060231271995977886,,MI
sub-022,16,0.5,0.6666666666666666,0.05339366515837104,,MI
sub-022,17,0.2222222222222222,1.0,0.0,,MI
sub-022,18,0.1111111111111111,1.0,0.0,,MI
sub-023,0,0.3333333333333333,0.8666666666666667,0.0026143790849673205,,MI
sub-023,1,0.2777777777777778,0.9,0.0010893246187363833,,MI
sub-023,2,0.611111111111111,0.7454545454545455,0.021241830065359478,,MI
sub-023,3,0.0,0.0,0.0,,MI
sub-023,4,0.5555555555555556,0.8,0.012527233115468411,,MI
sub-023,5,0.0,0.0,0.0,,MI
sub-023,6,0.4444444444444444,1.0,0.0,,MI
sub-023,7,0.0,0.0,0.0,,MI
sub-023,8,0.0,0.0,0.0,,MI
sub-023,9,0.0,0.0,0.0,,MI
sub-023,10,0.5555555555555556,0.8,0.012527233115468411,,MI
sub-023,11,0.5555555555555556,0.8,0.014052287581699347,,MI
sub-023,12,0.5555555555555556,0.8222222222222222,0.010457516339869282,,MI
sub-023,13,0.5,0.9166666666666666,0.0032679738562091504,,MI
sub-023,14,0.5,0.9166666666666666,0.0032679738562091504,,MI
sub-023,15,0.0,0.0,0.0,,MI
sub-023,16,0.3333333333333333,1.0,0.0,,MI
sub-023,17,0.5555555555555556,0.8222222222222222,0.010457516339869282,,MI
sub-023,18,0.0,0.0,0.0,,MI
sub-024,0,0.16666666666666666,1.0,0.0,,MI
